instant,tanggal,musim,tahun,bulan,jam,libur,hari,hari_kerja,kondisi_cuaca,temp,suhu_terasa,kelembaban,windspeed,pengguna_casual,pengguna_terdaftar,jumlah,periode_hari,kehangatan,tingkat_kelembaban
15610,2012-10-17,Gugur,2012,Oktober,14,tidak,Kamis,ya,Berawan,18.320000000000004,18.9998,0.43,11.0014,82,188,270,Sore,Hangat,Sedang
15611,2012-10-17,Gugur,2012,Oktober,15,tidak,Kamis,ya,Berawan,19.259999999999998,20.003,0.43,15.001299999999999,62,239,301,Sore,Panas,Sedang
15612,2012-10-17,Gugur,2012,Oktober,16,tidak,Kamis,ya,Cerah,18.320000000000004,18.9998,0.52,12.998000000000001,70,396,466,Sore,Hangat,Sedang
15613,2012-10-17,Gugur,2012,Oktober,17,tidak,Kamis,ya,Cerah,17.380000000000003,18.0032,0.56,7.0015,122,766,888,Sore,Hangat,Sedang
15614,2012-10-17,Gugur,2012,Oktober,18,tidak,Kamis,ya,Cerah,16.44,17.0,0.59,11.0014,90,794,884,Sore,Hangat,Sedang
15615,2012-10-17,Gugur,2012,Oktober,19,tidak,Kamis,ya,Cerah,15.5,15.9968,0.72,12.998000000000001,49,467,516,Malam,Hangat,Tinggi
15616,2012-10-17,Gugur,2012,Oktober,20,tidak,Kamis,ya,Cerah,15.5,15.9968,0.72,8.9981,54,360,414,Malam,Hangat,Tinggi
15617,2012-10-17,Gugur,2012,Oktober,21,tidak,Kamis,ya,Cerah,13.620000000000001,13.997,0.8199999999999998,12.998000000000001,28,301,329,Malam,Hangat,Tinggi
15618,2012-10-17,Gugur,2012,Oktober,22,tidak,Kamis,ya,Cerah,13.620000000000001,13.997,0.88,16.997899999999998,17,198,215,Malam,Hangat,Tinggi
15619,2012-10-17,Gugur,2012,Oktober,23,tidak,Kamis,ya,Cerah,13.620000000000001,13.997,0.88,15.001299999999999,15,84,99,Malam,Hangat,Tinggi
15620,2012-10-18,Gugur,2012,Oktober,0,tidak,Jumat,ya,Cerah,13.620000000000001,13.997,0.88,12.998000000000001,4,53,57,Malam,Hangat,Tinggi
15621,2012-10-18,Gugur,2012,Oktober,1,tidak,Jumat,ya,Cerah,13.620000000000001,13.997,0.8199999999999998,15.001299999999999,0,14,14,Malam,Hangat,Tinggi
15622,2012-10-18,Gugur,2012,Oktober,2,tidak,Jumat,ya,Cerah,13.620000000000001,13.997,0.8199999999999998,12.998000000000001,1,13,14,Malam,Hangat,Tinggi
15623,2012-10-18,Gugur,2012,Oktober,3,tidak,Jumat,ya,Cerah,12.68,13.000399999999999,0.88,15.001299999999999,0,5,5,Malam,Hangat,Tinggi
15624,2012-10-18,Gugur,2012,Oktober,4,tidak,Jumat,ya,Cerah,12.68,13.000399999999999,0.88,15.001299999999999,0,5,5,Malam,Hangat,Tinggi
15625,2012-10-18,Gugur,2012,Oktober,5,tidak,Jumat,ya,Cerah,12.68,13.000399999999999,0.8199999999999998,15.001299999999999,1,41,42,Malam,Hangat,Tinggi
15626,2012-10-18,Gugur,2012,Oktober,6,tidak,Jumat,ya,Cerah,12.68,13.000399999999999,0.88,19.999499999999998,3,150,153,Malam,Hangat,Tinggi
15627,2012-10-18,Gugur,2012,Oktober,7,tidak,Jumat,ya,Cerah,12.68,13.000399999999999,0.88,16.997899999999998,20,488,508,Pagi,Hangat,Tinggi
15628,2012-10-18,Gugur,2012,Oktober,8,tidak,Jumat,ya,Cerah,13.620000000000001,13.997,0.8199999999999998,16.997899999999998,31,803,834,Pagi,Hangat,Tinggi
15629,2012-10-18,Gugur,2012,Oktober,9,tidak,Jumat,ya,Berawan,15.5,15.9968,0.77,11.0014,41,346,387,Pagi,Hangat,Tinggi
15630,2012-10-18,Gugur,2012,Oktober,10,tidak,Jumat,ya,Berawan,16.44,17.0,0.68,15.001299999999999,60,158,218,Pagi,Hangat,Sedang
15631,2012-10-18,Gugur,2012,Oktober,11,tidak,Jumat,ya,Berawan,18.320000000000004,18.9998,0.56,15.001299999999999,79,189,268,Pagi,Hangat,Sedang
15632,2012-10-18,Gugur,2012,Oktober,12,tidak,Jumat,ya,Berawan,20.2,24.999200000000002,0.53,16.997899999999998,93,284,377,Pagi,Panas,Sedang
15633,2012-10-18,Gugur,2012,Oktober,13,tidak,Jumat,ya,Cerah,21.14,24.999200000000002,0.53,23.9994,96,236,332,Sore,Panas,Sedang
15634,2012-10-18,Gugur,2012,Oktober,14,tidak,Jumat,ya,Berawan,21.14,24.999200000000002,0.5,19.999499999999998,94,191,285,Sore,Panas,Sedang
15635,2012-10-18,Gugur,2012,Oktober,15,tidak,Jumat,ya,Berawan,20.2,24.0026,0.6,12.998000000000001,69,284,353,Sore,Panas,Sedang
15636,2012-10-18,Gugur,2012,Oktober,16,tidak,Jumat,ya,Cerah,20.2,24.999200000000002,0.56,19.0012,94,356,450,Sore,Panas,Sedang
15637,2012-10-18,Gugur,2012,Oktober,17,tidak,Jumat,ya,Berawan,19.259999999999998,20.003,0.64,22.0028,102,788,890,Sore,Panas,Sedang
15638,2012-10-18,Gugur,2012,Oktober,18,tidak,Jumat,ya,Berawan,18.320000000000004,18.9998,0.64,22.0028,68,720,788,Sore,Hangat,Sedang
15639,2012-10-18,Gugur,2012,Oktober,19,tidak,Jumat,ya,Berawan,18.320000000000004,18.9998,0.68,19.999499999999998,42,471,513,Malam,Hangat,Sedang
15640,2012-10-18,Gugur,2012,Oktober,20,tidak,Jumat,ya,Berawan,18.320000000000004,18.9998,0.68,16.997899999999998,39,348,387,Malam,Hangat,Sedang
15641,2012-10-18,Gugur,2012,Oktober,21,tidak,Jumat,ya,Berawan,17.380000000000003,18.0032,0.77,12.998000000000001,38,245,283,Malam,Hangat,Tinggi
15642,2012-10-18,Gugur,2012,Oktober,22,tidak,Jumat,ya,Berawan,17.380000000000003,18.0032,0.83,12.998000000000001,27,202,229,Malam,Hangat,Tinggi
15643,2012-10-18,Gugur,2012,Oktober,23,tidak,Jumat,ya,Berawan,17.380000000000003,18.0032,0.83,0.0,6,111,117,Malam,Hangat,Tinggi
15644,2012-10-19,Gugur,2012,Oktober,0,tidak,Sabtu,ya,Berawan,18.320000000000004,18.9998,0.83,7.0015,5,51,56,Malam,Hangat,Tinggi
15645,2012-10-19,Gugur,2012,Oktober,1,tidak,Sabtu,ya,Hujan Ringan,17.380000000000003,18.0032,0.88,0.0,4,12,16,Malam,Hangat,Tinggi
15646,2012-10-19,Gugur,2012,Oktober,2,tidak,Sabtu,ya,Berawan,17.380000000000003,18.0032,0.88,0.0,1,9,10,Malam,Hangat,Tinggi
15647,2012-10-19,Gugur,2012,Oktober,3,tidak,Sabtu,ya,Berawan,18.320000000000004,18.9998,0.83,0.0,0,5,5,Malam,Hangat,Tinggi
15648,2012-10-19,Gugur,2012,Oktober,4,tidak,Sabtu,ya,Berawan,18.320000000000004,18.9998,0.83,0.0,1,5,6,Malam,Hangat,Tinggi
15649,2012-10-19,Gugur,2012,Oktober,5,tidak,Sabtu,ya,Berawan,17.380000000000003,18.0032,0.88,0.0,1,35,36,Malam,Hangat,Tinggi
15650,2012-10-19,Gugur,2012,Oktober,6,tidak,Sabtu,ya,Hujan Ringan,17.380000000000003,18.0032,0.9399999999999998,11.0014,5,126,131,Malam,Hangat,Tinggi
15651,2012-10-19,Gugur,2012,Oktober,7,tidak,Sabtu,ya,Hujan Ringan,17.380000000000003,18.0032,0.9399999999999998,0.0,5,149,154,Pagi,Hangat,Tinggi
15652,2012-10-19,Gugur,2012,Oktober,8,tidak,Sabtu,ya,Berawan,17.380000000000003,18.0032,0.9399999999999998,7.0015,20,447,467,Pagi,Hangat,Tinggi
15653,2012-10-19,Gugur,2012,Oktober,9,tidak,Sabtu,ya,Berawan,17.380000000000003,18.0032,0.9399999999999998,7.0015,26,363,389,Pagi,Hangat,Tinggi
15654,2012-10-19,Gugur,2012,Oktober,10,tidak,Sabtu,ya,Berawan,19.259999999999998,20.003,0.88,12.998000000000001,26,198,224,Pagi,Panas,Tinggi
15655,2012-10-19,Gugur,2012,Oktober,11,tidak,Sabtu,ya,Cerah,20.2,20.9996,0.83,12.998000000000001,41,211,252,Pagi,Panas,Tinggi
15656,2012-10-19,Gugur,2012,Oktober,12,tidak,Sabtu,ya,Cerah,22.080000000000002,24.0026,0.69,15.001299999999999,74,258,332,Pagi,Panas,Sedang
15657,2012-10-19,Gugur,2012,Oktober,13,tidak,Sabtu,ya,Cerah,21.14,22.9994,0.73,15.001299999999999,87,288,375,Sore,Panas,Tinggi
15658,2012-10-19,Gugur,2012,Oktober,14,tidak,Sabtu,ya,Cerah,23.020000000000003,24.999200000000002,0.61,16.997899999999998,88,277,365,Sore,Panas,Sedang
15659,2012-10-19,Gugur,2012,Oktober,15,tidak,Sabtu,ya,Cerah,22.080000000000002,24.0026,0.65,19.999499999999998,93,302,395,Sore,Panas,Sedang
15660,2012-10-19,Gugur,2012,Oktober,16,tidak,Sabtu,ya,Hujan Ringan,21.14,24.0026,0.69,23.9994,131,434,565,Sore,Panas,Sedang
15661,2012-10-19,Gugur,2012,Oktober,17,tidak,Sabtu,ya,Hujan Ringan,21.14,24.0026,0.69,23.9994,48,377,425,Sore,Panas,Sedang
15662,2012-10-19,Gugur,2012,Oktober,18,tidak,Sabtu,ya,Cerah,18.320000000000004,18.9998,0.83,7.0015,21,212,233,Sore,Hangat,Tinggi
15663,2012-10-19,Gugur,2012,Oktober,19,tidak,Sabtu,ya,Cerah,17.380000000000003,18.0032,0.88,11.0014,19,213,232,Malam,Hangat,Tinggi
15664,2012-10-19,Gugur,2012,Oktober,20,tidak,Sabtu,ya,Cerah,16.44,17.0,0.77,12.998000000000001,13,216,229,Malam,Hangat,Tinggi
15665,2012-10-19,Gugur,2012,Oktober,21,tidak,Sabtu,ya,Cerah,15.5,15.9968,0.77,0.0,17,189,206,Malam,Hangat,Tinggi
15666,2012-10-19,Gugur,2012,Oktober,22,tidak,Sabtu,ya,Cerah,15.5,15.9968,0.77,6.0032,14,176,190,Malam,Hangat,Tinggi
15667,2012-10-19,Gugur,2012,Oktober,23,tidak,Sabtu,ya,Cerah,13.620000000000001,13.997,0.88,7.0015,13,118,131,Malam,Hangat,Tinggi
15668,2012-10-20,Gugur,2012,Oktober,0,tidak,Minggu,tidak,Cerah,13.620000000000001,13.997,0.8199999999999998,8.9981,13,110,123,Malam,Hangat,Tinggi
15669,2012-10-20,Gugur,2012,Oktober,1,tidak,Minggu,tidak,Cerah,13.620000000000001,13.997,0.72,8.9981,2,93,95,Malam,Hangat,Tinggi
15670,2012-10-20,Gugur,2012,Oktober,2,tidak,Minggu,tidak,Cerah,12.68,13.000399999999999,0.77,7.0015,9,69,78,Malam,Hangat,Tinggi
15671,2012-10-20,Gugur,2012,Oktober,3,tidak,Minggu,tidak,Cerah,11.739999999999998,11.997200000000003,0.77,8.9981,2,27,29,Malam,Dingin,Tinggi
15672,2012-10-20,Gugur,2012,Oktober,4,tidak,Minggu,tidak,Cerah,12.68,13.000399999999999,0.72,0.0,9,9,18,Malam,Hangat,Tinggi
15673,2012-10-20,Gugur,2012,Oktober,5,tidak,Minggu,tidak,Cerah,10.8,11.000600000000002,0.8199999999999998,0.0,6,7,13,Malam,Dingin,Tinggi
15674,2012-10-20,Gugur,2012,Oktober,6,tidak,Minggu,tidak,Cerah,11.739999999999998,11.997200000000003,0.71,0.0,5,26,31,Malam,Dingin,Tinggi
15675,2012-10-20,Gugur,2012,Oktober,7,tidak,Minggu,tidak,Cerah,10.8,11.000600000000002,0.8199999999999998,0.0,6,59,65,Pagi,Dingin,Tinggi
15676,2012-10-20,Gugur,2012,Oktober,8,tidak,Minggu,tidak,Cerah,13.620000000000001,13.997,0.67,8.9981,29,164,193,Pagi,Hangat,Sedang
15677,2012-10-20,Gugur,2012,Oktober,9,tidak,Minggu,tidak,Cerah,15.5,15.9968,0.59,8.9981,106,257,363,Pagi,Hangat,Sedang
15678,2012-10-20,Gugur,2012,Oktober,10,tidak,Minggu,tidak,Cerah,16.44,17.0,0.52,8.9981,111,312,423,Pagi,Hangat,Sedang
15679,2012-10-20,Gugur,2012,Oktober,11,tidak,Minggu,tidak,Cerah,17.380000000000003,18.0032,0.52,15.001299999999999,204,408,612,Pagi,Hangat,Sedang
15680,2012-10-20,Gugur,2012,Oktober,12,tidak,Minggu,tidak,Cerah,18.320000000000004,18.9998,0.45999999999999996,7.0015,267,436,703,Pagi,Hangat,Sedang
15681,2012-10-20,Gugur,2012,Oktober,13,tidak,Minggu,tidak,Cerah,18.320000000000004,18.9998,0.43,11.0014,273,441,714,Sore,Hangat,Sedang
15682,2012-10-20,Gugur,2012,Oktober,14,tidak,Minggu,tidak,Cerah,18.320000000000004,18.9998,0.4,0.0,335,376,711,Sore,Hangat,Rendah
15683,2012-10-20,Gugur,2012,Oktober,15,tidak,Minggu,tidak,Cerah,18.320000000000004,18.9998,0.43,0.0,308,403,711,Sore,Hangat,Sedang
15684,2012-10-20,Gugur,2012,Oktober,16,tidak,Minggu,tidak,Cerah,17.380000000000003,18.0032,0.42,19.0012,325,366,691,Sore,Hangat,Sedang
15685,2012-10-20,Gugur,2012,Oktober,17,tidak,Minggu,tidak,Cerah,17.380000000000003,18.0032,0.37,15.001299999999999,347,384,731,Sore,Hangat,Rendah
15686,2012-10-20,Gugur,2012,Oktober,18,tidak,Minggu,tidak,Cerah,16.44,17.0,0.39,15.001299999999999,165,356,521,Sore,Hangat,Rendah
15687,2012-10-20,Gugur,2012,Oktober,19,tidak,Minggu,tidak,Cerah,15.5,15.9968,0.45000000000000007,8.9981,77,268,345,Malam,Hangat,Sedang
15688,2012-10-20,Gugur,2012,Oktober,20,tidak,Minggu,tidak,Cerah,15.5,15.9968,0.39,15.001299999999999,61,198,259,Malam,Hangat,Rendah
15689,2012-10-20,Gugur,2012,Oktober,21,tidak,Minggu,tidak,Cerah,13.620000000000001,13.997,0.4699999999999999,15.001299999999999,72,224,296,Malam,Hangat,Sedang
15690,2012-10-20,Gugur,2012,Oktober,22,tidak,Minggu,tidak,Cerah,12.68,13.000399999999999,0.51,7.0015,47,155,202,Malam,Hangat,Sedang
15691,2012-10-20,Gugur,2012,Oktober,23,tidak,Minggu,tidak,Cerah,11.739999999999998,11.997200000000003,0.58,0.0,27,136,163,Malam,Dingin,Sedang
15692,2012-10-21,Gugur,2012,Oktober,0,tidak,Senin,tidak,Cerah,12.68,13.000399999999999,0.54,11.0014,35,119,154,Malam,Hangat,Sedang
15693,2012-10-21,Gugur,2012,Oktober,1,tidak,Senin,tidak,Cerah,11.739999999999998,11.997200000000003,0.58,15.001299999999999,20,97,117,Malam,Dingin,Sedang
15694,2012-10-21,Gugur,2012,Oktober,2,tidak,Senin,tidak,Cerah,10.8,11.000600000000002,0.62,11.0014,44,88,132,Malam,Dingin,Sedang
15695,2012-10-21,Gugur,2012,Oktober,3,tidak,Senin,tidak,Cerah,9.86,9.997399999999999,0.66,6.0032,12,29,41,Malam,Dingin,Sedang
15696,2012-10-21,Gugur,2012,Oktober,4,tidak,Senin,tidak,Cerah,8.919999999999998,7.000999999999998,0.71,11.0014,8,13,21,Malam,Dingin,Tinggi
15697,2012-10-21,Gugur,2012,Oktober,5,tidak,Senin,tidak,Cerah,9.86,9.997399999999999,0.66,6.0032,6,4,10,Malam,Dingin,Sedang
15698,2012-10-21,Gugur,2012,Oktober,6,tidak,Senin,tidak,Cerah,10.8,11.000600000000002,0.62,0.0,8,18,26,Malam,Dingin,Sedang
15699,2012-10-21,Gugur,2012,Oktober,7,tidak,Senin,tidak,Cerah,10.8,11.000600000000002,0.62,0.0,13,43,56,Pagi,Dingin,Sedang
15700,2012-10-21,Gugur,2012,Oktober,8,tidak,Senin,tidak,Cerah,11.739999999999998,11.997200000000003,0.67,0.0,39,104,143,Pagi,Dingin,Sedang
15701,2012-10-21,Gugur,2012,Oktober,9,tidak,Senin,tidak,Cerah,13.620000000000001,13.997,0.55,11.0014,77,192,269,Pagi,Hangat,Sedang
15702,2012-10-21,Gugur,2012,Oktober,10,tidak,Senin,tidak,Cerah,15.5,15.9968,0.48,19.999499999999998,167,276,443,Pagi,Hangat,Sedang
15703,2012-10-21,Gugur,2012,Oktober,11,tidak,Senin,tidak,Cerah,16.44,17.0,0.44,22.0028,191,356,547,Pagi,Hangat,Sedang
15704,2012-10-21,Gugur,2012,Oktober,12,tidak,Senin,tidak,Cerah,17.380000000000003,18.0032,0.39,22.0028,236,439,675,Pagi,Hangat,Rendah
15705,2012-10-21,Gugur,2012,Oktober,13,tidak,Senin,tidak,Cerah,18.320000000000004,18.9998,0.37,16.997899999999998,243,383,626,Sore,Hangat,Rendah
15706,2012-10-21,Gugur,2012,Oktober,14,tidak,Senin,tidak,Cerah,18.320000000000004,18.9998,0.35,12.998000000000001,235,405,640,Sore,Hangat,Rendah
15707,2012-10-21,Gugur,2012,Oktober,15,tidak,Senin,tidak,Cerah,18.320000000000004,18.9998,0.35,22.0028,240,383,623,Sore,Hangat,Rendah
15708,2012-10-21,Gugur,2012,Oktober,16,tidak,Senin,tidak,Cerah,17.380000000000003,18.0032,0.37,15.001299999999999,182,409,591,Sore,Hangat,Rendah
15709,2012-10-21,Gugur,2012,Oktober,17,tidak,Senin,tidak,Cerah,16.44,17.0,0.39,16.997899999999998,153,338,491,Sore,Hangat,Rendah
15710,2012-10-21,Gugur,2012,Oktober,18,tidak,Senin,tidak,Cerah,16.44,17.0,0.39,12.998000000000001,71,342,413,Sore,Hangat,Rendah
15711,2012-10-21,Gugur,2012,Oktober,19,tidak,Senin,tidak,Cerah,15.5,15.9968,0.42,11.0014,50,216,266,Malam,Hangat,Sedang
15712,2012-10-21,Gugur,2012,Oktober,20,tidak,Senin,tidak,Cerah,14.559999999999999,15.0002,0.44,12.998000000000001,35,160,195,Malam,Hangat,Sedang
15713,2012-10-21,Gugur,2012,Oktober,21,tidak,Senin,tidak,Cerah,11.739999999999998,11.997200000000003,0.54,11.0014,42,124,166,Malam,Dingin,Sedang
15714,2012-10-21,Gugur,2012,Oktober,22,tidak,Senin,tidak,Cerah,11.739999999999998,11.997200000000003,0.54,0.0,18,95,113,Malam,Dingin,Sedang
15715,2012-10-21,Gugur,2012,Oktober,23,tidak,Senin,tidak,Cerah,12.68,13.000399999999999,0.54,0.0,7,59,66,Malam,Hangat,Sedang
15716,2012-10-22,Gugur,2012,Oktober,0,tidak,Selasa,ya,Cerah,10.8,11.000600000000002,0.62,0.0,3,28,31,Malam,Dingin,Sedang
15717,2012-10-22,Gugur,2012,Oktober,1,tidak,Selasa,ya,Cerah,10.8,11.000600000000002,0.71,0.0,0,11,11,Malam,Dingin,Tinggi
15718,2012-10-22,Gugur,2012,Oktober,2,tidak,Selasa,ya,Cerah,9.86,9.997399999999999,0.71,0.0,1,4,5,Malam,Dingin,Tinggi
15719,2012-10-22,Gugur,2012,Oktober,3,tidak,Selasa,ya,Cerah,10.8,11.000600000000002,0.62,0.0,1,5,6,Malam,Dingin,Sedang
15720,2012-10-22,Gugur,2012,Oktober,4,tidak,Selasa,ya,Cerah,9.86,9.997399999999999,0.66,0.0,1,6,7,Malam,Dingin,Sedang
15721,2012-10-22,Gugur,2012,Oktober,5,tidak,Selasa,ya,Cerah,9.86,9.997399999999999,0.76,6.0032,2,44,46,Malam,Dingin,Tinggi
15722,2012-10-22,Gugur,2012,Oktober,6,tidak,Selasa,ya,Cerah,8.919999999999998,7.9975999999999985,0.76,6.0032,4,140,144,Malam,Dingin,Tinggi
15723,2012-10-22,Gugur,2012,Oktober,7,tidak,Selasa,ya,Cerah,9.86,9.997399999999999,0.66,6.0032,15,437,452,Pagi,Dingin,Sedang
15724,2012-10-22,Gugur,2012,Oktober,8,tidak,Selasa,ya,Cerah,12.68,13.000399999999999,0.67,0.0,32,696,728,Pagi,Hangat,Sedang
15725,2012-10-22,Gugur,2012,Oktober,9,tidak,Selasa,ya,Cerah,13.620000000000001,13.997,0.63,6.0032,25,335,360,Pagi,Hangat,Sedang
15726,2012-10-22,Gugur,2012,Oktober,10,tidak,Selasa,ya,Cerah,15.5,15.9968,0.55,0.0,51,161,212,Pagi,Hangat,Sedang
15727,2012-10-22,Gugur,2012,Oktober,11,tidak,Selasa,ya,Cerah,18.320000000000004,18.9998,0.37,11.0014,63,148,211,Pagi,Hangat,Rendah
15728,2012-10-22,Gugur,2012,Oktober,12,tidak,Selasa,ya,Cerah,19.259999999999998,20.003,0.35,0.0,52,231,283,Pagi,Panas,Rendah
15729,2012-10-22,Gugur,2012,Oktober,13,tidak,Selasa,ya,Cerah,21.14,24.999200000000002,0.29,11.0014,88,227,315,Sore,Panas,Rendah
15730,2012-10-22,Gugur,2012,Oktober,14,tidak,Selasa,ya,Cerah,21.14,24.0026,0.27,12.998000000000001,73,209,282,Sore,Panas,Rendah
15731,2012-10-22,Gugur,2012,Oktober,15,tidak,Selasa,ya,Cerah,22.080000000000002,24.999200000000002,0.29,11.0014,74,222,296,Sore,Panas,Rendah
15732,2012-10-22,Gugur,2012,Oktober,16,tidak,Selasa,ya,Cerah,21.14,24.999200000000002,0.33,11.0014,80,444,524,Sore,Panas,Rendah
15733,2012-10-22,Gugur,2012,Oktober,17,tidak,Selasa,ya,Cerah,21.14,24.999200000000002,0.33,7.0015,84,838,922,Sore,Panas,Rendah
15734,2012-10-22,Gugur,2012,Oktober,18,tidak,Selasa,ya,Cerah,17.380000000000003,18.0032,0.64,7.0015,60,726,786,Sore,Hangat,Sedang
15735,2012-10-22,Gugur,2012,Oktober,19,tidak,Selasa,ya,Cerah,16.44,17.0,0.52,7.0015,36,478,514,Malam,Hangat,Sedang
15736,2012-10-22,Gugur,2012,Oktober,20,tidak,Selasa,ya,Cerah,15.5,15.9968,0.59,7.0015,21,382,403,Malam,Hangat,Sedang
15737,2012-10-22,Gugur,2012,Oktober,21,tidak,Selasa,ya,Cerah,14.559999999999999,15.0002,0.67,6.0032,19,155,174,Malam,Hangat,Sedang
15738,2012-10-22,Gugur,2012,Oktober,22,tidak,Selasa,ya,Cerah,13.620000000000001,13.997,0.8199999999999998,8.9981,25,158,183,Malam,Hangat,Tinggi
15739,2012-10-22,Gugur,2012,Oktober,23,tidak,Selasa,ya,Cerah,13.620000000000001,13.997,0.8199999999999998,7.0015,20,143,163,Malam,Hangat,Tinggi
15740,2012-10-23,Gugur,2012,Oktober,0,tidak,Rabu,ya,Cerah,13.620000000000001,13.997,0.88,11.0014,5,32,37,Malam,Hangat,Tinggi
15741,2012-10-23,Gugur,2012,Oktober,1,tidak,Rabu,ya,Cerah,13.620000000000001,13.997,0.77,11.0014,1,16,17,Malam,Hangat,Tinggi
15742,2012-10-23,Gugur,2012,Oktober,2,tidak,Rabu,ya,Cerah,12.68,13.000399999999999,0.88,8.9981,1,6,7,Malam,Hangat,Tinggi
15743,2012-10-23,Gugur,2012,Oktober,3,tidak,Rabu,ya,Cerah,12.68,13.000399999999999,0.77,8.9981,0,1,1,Malam,Hangat,Tinggi
15744,2012-10-23,Gugur,2012,Oktober,4,tidak,Rabu,ya,Cerah,11.739999999999998,11.997200000000003,0.77,7.0015,1,6,7,Malam,Dingin,Tinggi
15745,2012-10-23,Gugur,2012,Oktober,5,tidak,Rabu,ya,Cerah,12.68,13.000399999999999,0.77,6.0032,1,49,50,Malam,Hangat,Tinggi
15746,2012-10-23,Gugur,2012,Oktober,6,tidak,Rabu,ya,Cerah,10.8,11.000600000000002,0.8199999999999998,6.0032,6,152,158,Malam,Dingin,Tinggi
15747,2012-10-23,Gugur,2012,Oktober,7,tidak,Rabu,ya,Berawan,12.68,13.000399999999999,0.77,7.0015,12,519,531,Pagi,Hangat,Tinggi
15748,2012-10-23,Gugur,2012,Oktober,8,tidak,Rabu,ya,Berawan,13.620000000000001,13.997,0.72,6.0032,28,733,761,Pagi,Hangat,Tinggi
15749,2012-10-23,Gugur,2012,Oktober,9,tidak,Rabu,ya,Berawan,15.5,15.9968,0.72,7.0015,29,305,334,Pagi,Hangat,Tinggi
15750,2012-10-23,Gugur,2012,Oktober,10,tidak,Rabu,ya,Cerah,17.380000000000003,18.0032,0.6,0.0,50,171,221,Pagi,Hangat,Sedang
15751,2012-10-23,Gugur,2012,Oktober,11,tidak,Rabu,ya,Cerah,20.2,24.999200000000002,0.53,0.0,52,201,253,Pagi,Panas,Sedang
15752,2012-10-23,Gugur,2012,Oktober,12,tidak,Rabu,ya,Berawan,21.14,24.999200000000002,0.45999999999999996,6.0032,80,298,378,Pagi,Panas,Sedang
15753,2012-10-23,Gugur,2012,Oktober,13,tidak,Rabu,ya,Berawan,22.080000000000002,24.999200000000002,0.44,0.0,59,244,303,Sore,Panas,Sedang
15754,2012-10-23,Gugur,2012,Oktober,14,tidak,Rabu,ya,Cerah,23.96,26.002399999999994,0.4099999999999999,11.0014,67,229,296,Sore,Panas,Sedang
15755,2012-10-23,Gugur,2012,Oktober,15,tidak,Rabu,ya,Cerah,23.96,26.002399999999994,0.4099999999999999,15.001299999999999,76,270,346,Sore,Panas,Sedang
15756,2012-10-23,Gugur,2012,Oktober,16,tidak,Rabu,ya,Cerah,23.96,26.002399999999994,0.44,6.0032,108,433,541,Sore,Panas,Sedang
15757,2012-10-23,Gugur,2012,Oktober,17,tidak,Rabu,ya,Cerah,23.96,26.002399999999994,0.4099999999999999,0.0,67,871,938,Sore,Panas,Sedang
15758,2012-10-23,Gugur,2012,Oktober,18,tidak,Rabu,ya,Cerah,21.14,24.999200000000002,0.53,6.0032,64,762,826,Sore,Panas,Sedang
15759,2012-10-23,Gugur,2012,Oktober,19,tidak,Rabu,ya,Cerah,21.14,24.999200000000002,0.57,6.0032,25,457,482,Malam,Panas,Sedang
15760,2012-10-23,Gugur,2012,Oktober,20,tidak,Rabu,ya,Cerah,19.259999999999998,20.003,0.64,8.9981,45,334,379,Malam,Panas,Sedang
15761,2012-10-23,Gugur,2012,Oktober,21,tidak,Rabu,ya,Cerah,18.320000000000004,18.9998,0.68,0.0,35,260,295,Malam,Hangat,Sedang
15762,2012-10-23,Gugur,2012,Oktober,22,tidak,Rabu,ya,Cerah,18.320000000000004,18.9998,0.68,7.0015,20,174,194,Malam,Hangat,Sedang
15763,2012-10-23,Gugur,2012,Oktober,23,tidak,Rabu,ya,Cerah,17.380000000000003,18.0032,0.73,7.0015,9,102,111,Malam,Hangat,Tinggi
15764,2012-10-24,Gugur,2012,Oktober,0,tidak,Kamis,ya,Cerah,17.380000000000003,18.0032,0.73,6.0032,7,39,46,Malam,Hangat,Tinggi
15765,2012-10-24,Gugur,2012,Oktober,1,tidak,Kamis,ya,Cerah,17.380000000000003,18.0032,0.68,0.0,4,23,27,Malam,Hangat,Sedang
15766,2012-10-24,Gugur,2012,Oktober,2,tidak,Kamis,ya,Cerah,17.380000000000003,18.0032,0.68,0.0,0,6,6,Malam,Hangat,Sedang
15767,2012-10-24,Gugur,2012,Oktober,3,tidak,Kamis,ya,Cerah,15.5,15.9968,0.77,6.0032,0,4,4,Malam,Hangat,Tinggi
15768,2012-10-24,Gugur,2012,Oktober,4,tidak,Kamis,ya,Cerah,15.5,15.9968,0.77,6.0032,1,5,6,Malam,Hangat,Tinggi
15769,2012-10-24,Gugur,2012,Oktober,5,tidak,Kamis,ya,Cerah,15.5,15.9968,0.8199999999999998,0.0,1,52,53,Malam,Hangat,Tinggi
15770,2012-10-24,Gugur,2012,Oktober,6,tidak,Kamis,ya,Cerah,14.559999999999999,15.0002,0.8199999999999998,7.0015,11,162,173,Malam,Hangat,Tinggi
15771,2012-10-24,Gugur,2012,Oktober,7,tidak,Kamis,ya,Cerah,15.5,15.9968,0.88,6.0032,20,506,526,Pagi,Hangat,Tinggi
